STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,hhcomp,Household composition,rskpovth,Risk of poverty threshold,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,14.3,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,13.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2012,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2013,,15.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2014,,15.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2015,,16.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2016,,15.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2017,,16.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2018,,17.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,EU28,European Union - 28 countries (2013-2020),2019,,16.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2012,,11.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2013,,10.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2014,,11.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2015,,10.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2016,,10.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2017,,10.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2018,,10.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2019,,11.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2020,,13.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FI,Finland,2023,,12.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2012,,11.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2013,,11.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2014,,12.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2015,,14.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2016,,14.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2017,,14.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2018,,15.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2019,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2020,,18.9,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,FR,France,2023,,17.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2012,,6.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2013,,6.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2014,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,5.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2016,,5.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2017,,5.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2018,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2019,,6.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2020,,4.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HR,Croatia,2023,,4.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2012,,12.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2013,,16.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2014,,17.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,14.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2016,,12.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2017,,13.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2018,,9.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2019,,11.2,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2020,,12.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,HU,Hungary,2023,,15.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2012,,3.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2013,,4.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2014,,4.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,3.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2016,,4.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2017,,6.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2018,,6.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2019,,6.5,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2020,,7.7,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IE,Ireland,2023,,9.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2012,,10.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2013,,13.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2014,,12.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,16.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2016,,10.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2017,,12.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2018,,11.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2019,,14.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IS,Iceland,2020,,9.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2012,,17.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2013,,16.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2014,,17.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2015,,17.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2016,,14.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2017,,10.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2018,,11.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2019,,10.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2020,,14.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,IT,Italy,2023,,9.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2012,,12.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2013,,17.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2014,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,12.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2016,,13.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2017,,12.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2018,,12.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2019,,12.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2020,,13.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LT,Lithuania,2023,,9.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2012,,12.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2013,,13.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2014,,18.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,16.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2016,,18.4,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2017,,21.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2018,,17.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2019,,17.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2020,,17.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LU,Luxembourg,2023,,12.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2012,,22.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2013,,19.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2014,,21.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,19.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2016,,16.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2017,,17.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2018,,16.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2019,,15.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2020,,14.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,LV,Latvia,2023,,15.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2013,,17.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2014,,21.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2015,,19.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2016,,16.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2017,,9.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2018,,17.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2019,,15.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2020,,11.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,ME,Montenegro,2023,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2012,,7.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2013,,10.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2014,,12.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2015,,11.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2016,,5.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2017,,5.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2018,,8.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2019,,14.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2020,,15.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MK,North Macedonia,2023,,14.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MT,Malta,2012,,38.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MT,Malta,2013,,40.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MT,Malta,2014,,37.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,F1,One single female,TOTAL,Total,PC,Percentage,MT,Malta,2015,,31.5,,,,,
