STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ppp,Purchasing power parities indicator,ppp_cat18,Analytical categories for purchasing power parities (PPPs) calculation (based on COICOP18),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2016,,63,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2017,,65,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2018,,66,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2019,,68,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2020,,66,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2021,,71,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2022,,72,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2023,,78,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2024,,78,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HR,Croatia,2025,,78,,p,provisional,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2014,,69,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2015,,70,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2016,,69,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2017,,69,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2018,,71,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2019,,73,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2020,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2021,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2022,,76,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2023,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2024,,76,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,HU,Hungary,2025,,76,,p,provisional,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2014,,141,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2015,,185,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2016,,178,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2017,,187,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2018,,191,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2019,,189,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2020,,205,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2021,,225,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2022,,237,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2023,,218,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2024,,221,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IE,Ireland,2025,,238,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2014,,126,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2015,,131,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2016,,135,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2017,,133,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2018,,131,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2019,,129,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2020,,122,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2021,,124,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2022,,135,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2023,,136,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2024,,131,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IS,Iceland,2025,,128,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2014,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2015,,97,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2016,,99,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2017,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2018,,96,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2019,,96,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2020,,93,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2021,,96,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2022,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2023,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2024,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,IT,Italy,2025,,96,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2014,,108,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2015,,108,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2016,,101,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2017,,98,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2018,,95,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2019,,90,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2020,,91,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2021,,88,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2022,,84,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2023,,86,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2024,,85,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,JP,Japan,2025,,85,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2014,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2015,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2016,,75,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2017,,78,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2018,,81,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2019,,83,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2020,,86,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2021,,88,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2022,,87,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2023,,86,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2024,,87,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LT,Lithuania,2025,,87,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2014,,280,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2015,,279,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2016,,275,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2017,,266,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2018,,258,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2019,,248,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2020,,255,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2021,,262,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2022,,250,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2023,,248,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2024,,244,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LU,Luxembourg,2025,,239,,p,provisional,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LV,Latvia,2014,,61,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LV,Latvia,2015,,62,,,,,
dataflow,ESTAT:TEC00114(1.0),GDP per capita in PPS,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,LV,Latvia,2016,,63,,,,,
