STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_em,Employment indicator,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FI,Finland,2022,,78.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FI,Finland,2023,,78.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FI,Finland,2024,,77.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FI,Finland,2025,,76.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2003,,70.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2004,,69.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2005,,69.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2006,,69.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2007,,70.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2008,,70.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2009,,69.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2010,,69.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2011,,69.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2012,,69.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2013,,69.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2014,,70.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2015,,70.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2016,,70.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2017,,71.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2018,,72.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2019,,72.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2020,,72.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2021,,73.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2022,,74.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2023,,74.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2024,,75.0,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,FR,France,2025,,75.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2009,,64.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2010,,62.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2011,,60.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2012,,58.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2013,,57.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2014,,59.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2015,,60.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2016,,61.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2017,,63.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2018,,64.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2019,,66.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2020,,66.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2021,,68.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2022,,70.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2023,,70.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2024,,73.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HR,Croatia,2025,,74.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2009,,62.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2010,,62.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2011,,62.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2012,,63.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2013,,65.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2014,,68.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2015,,70.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2016,,73.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2017,,75.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2018,,76.8,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2019,,77.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2020,,77.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2021,,78.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2022,,80.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2023,,80.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2024,,81.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,HU,Hungary,2025,,81.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2009,,68.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2010,,65.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2011,,64.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2012,,64.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2013,,66.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2014,,68.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2015,,69.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2016,,71.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2017,,72.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2018,,74.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2019,,75.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2020,,72.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2021,,74.9,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2022,,78.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2023,,79.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2024,,79.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IE,Ireland,2025,,80.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2009,,61.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2010,,60.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2011,,60.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2012,,60.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2013,,59.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2014,,59.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2015,,60.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2016,,61.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2017,,62.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2018,,63.0,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2019,,63.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2020,,61.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2021,,62.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2022,,64.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2023,,66.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2024,,67.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,IT,Italy,2025,,67.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2009,,67.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2010,,64.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2011,,66.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2012,,68.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2013,,69.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2014,,71.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2015,,73.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2016,,75.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2017,,76.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2018,,77.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2019,,78.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2020,,76.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2021,,77.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2022,,79.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2023,,78.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2024,,79.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LT,Lithuania,2025,,80.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2009,,70.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2010,,70.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2011,,70.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2012,,71.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2013,,71.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2014,,72.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2015,,70.9,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2016,,70.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LU,Luxembourg,2017,,71.5,,,,,
