STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,11.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,11.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,10.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,10.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,10.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,10.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,10.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,9.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2024,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2025,,9.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2005,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2006,,9.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2007,,9.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2008,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2009,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2010,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2011,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2012,,8.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2013,,9.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2014,,9.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2015,,9.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2016,,7.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2017,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2018,,8.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2019,,7.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2020,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2021,,8.2,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2022,,8.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2023,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2024,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FI,Finland,2025,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2005,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2006,,12.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2007,,12.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2008,,11.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2009,,12.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2010,,12.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2011,,12.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2012,,11.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2013,,9.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2014,,8.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2015,,9.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2016,,8.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2017,,8.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2018,,8.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2019,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2020,,8.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2021,,7.8,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2022,,7.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2023,,7.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2024,,7.9,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,FR,France,2025,,7.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2005,,5.1,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2006,,4.7,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2007,,4.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2008,,3.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2009,,4.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2010,,3.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2011,,4.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2012,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2013,,4.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2014,,2.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2015,,2.7,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2016,,2.8,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2017,,2.9,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2018,,3.1,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2019,,3.0,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2020,,2.2,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2021,,2.4,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2022,,2.1,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2023,,2.0,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2024,,2.0,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HR,Croatia,2025,,2.1,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2005,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2006,,12.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2007,,11.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2008,,11.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2009,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2010,,10.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2011,,11.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2012,,11.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2013,,11.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2014,,11.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2015,,11.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2016,,12.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2017,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2018,,12.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2019,,11.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2020,,12.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2021,,12.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2022,,12.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2023,,11.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2024,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,HU,Hungary,2025,,9.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2005,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2006,,12.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2007,,12.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2008,,11.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2009,,11.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2010,,11.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2011,,11.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2012,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2013,,8.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2014,,6.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2015,,6.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2016,,6.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2017,,5.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2018,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2019,,5.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2020,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2021,,3.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2022,,3.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2023,,4.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2024,,2.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IE,Ireland,2025,,3.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2005,,24.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2006,,,,u,low reliability,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2007,,23.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2008,,24.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2009,,21.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2010,,22.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2011,,19.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2012,,20.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2013,,20.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2014,,19.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2015,,18.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2016,,19.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2017,,17.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2018,,21.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2019,,17.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2020,,14.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,IS,Iceland,2021,,14.4,,b,break in time series,,
